Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
40,0.996816884,0.672190458,4.023844909,1.824284051,2.34499025,0.209487221,1.633345847,4.920972612,1.001826331,4.687170334,1.413711508,4.766855591,-0.112841027,1.851849449,2.432380958,-2.696689128,-1.034266413,6.140430545,4.222778595,1.989850691,2.2233739,2.123006086,0.205078588,0.457817187,1.442271768,-0.604776487,-0.163489959,0.083688904,0.700749007,-1.494164365,1.217772116,1.975856385,2.274897246,-0.276965795,3.663144082,3.232325367,-2.589016807,-2.345727803,2.737647928,-0.434408876,1.104908687,4.824901404,2.01938162,3.808391466,2.712242913,-4.37007576,3.616165164,4.166579591,57.97544706,64.55832016,61.67485454,132.4044123,167.2699308,153.3239979,331.3277771,228.6207062,2.551615597,556.4238632,5.620532353,361.4693049,71.36115356,71.76663978,77.08586048,175.391866,127.1886097,180.0450605,391.6109953,374.2218001,377.4894969,787.357091,781.8494248,832.6154926,67.35123297,75.42067583,76.47015862,184.1865737,159.9123755,174.5985504,387.9536025,328.4650252,394.6116625,751.3877264,719.2488414,751.124161,58.29817115,53.85256623,63.04176408,165.7837262,154.5665874,171.7474865,313.0323309,325.7269255,318.7781099,749.151132,730.3141948,716.0098693
41,-1.315642547,-3.474385336,1.181536253,0.105413641,2.145432333,0.606551294,-1.79845852,1.6539832,1.545862346,-1.771012704,2.092220754,-0.775101582,2.303926456,0.93426808,4.242638327,-0.834419389,4.187598102,-0.594899714,-0.093348504,-4.259901052,0.225271441,4.032458498,-0.747664193,1.182580349,4.407998919,2.897829429,2.195309294,0.894840455,5.867460052,0.482764859,0.763567244,2.116168711,1.385661572,5.578320526,4.013904868,1.777683333,1.139771498,1.062029779,0.331323676,3.188680829,2.800550939,-2.328884054,0.87153045,1.224466968,1.846700006,5.414902463,0.595732935,-1.579693627,66.10766324,72.92991659,70.43375924,162.943328,175.4949798,171.6599939,377.8402211,309.4439697,-1.291707276,738.8545335,1.62748832,528.089994,71.2856819,71.66482596,75.34948868,173.885286,127.017145,179.3661451,391.2843209,374.4542542,376.9581545,786.5409431,782.5543428,832.9258351,66.06076718,74.84765076,77.58237117,185.2910647,159.3720498,173.7461307,388.7060873,329.867459,394.3407143,750.9905588,718.070962,750.6711302,56.93042881,51.69703567,61.97915736,164.939475,154.0778267,169.6107276,312.4320869,324.2434412,319.0990617,746.987036,730.1864697,715.4540777
42,0.219044711,3.441628059,0.594456362,-1.029373172,3.700116177,0.549927287,-1.353275689,1.961640595,0.817173816,-2.466277865,3.095626138,0.602820934,2.254102703,2.822858056,2.241101994,-0.067016179,-1.925388163,4.529240784,-2.526107834,1.278065984,0.613165592,-2.65296781,0.408697222,2.298872497,2.044766327,-1.531837345,-0.323299224,2.335484095,-0.407934827,2.28931632,-0.153123848,1.755369441,-0.248303953,1.185863722,-0.07725368,1.318215648,2.003512519,2.681615439,1.141370692,1.741771891,0.5607288,2.683161314,1.628976351,3.793498641,1.25968219,4.040327486,0.689259888,-1.578790543,71.62562232,77.70753205,74.66077288,180.0844309,177.954149,179.4440308,398.1320889,361.4351306,0.190472316,856.2493213,-0.161873423,660.9021832,72.09598498,70.48010303,74.26290394,173.8681081,126.5087617,179.4614247,391.568891,374.308298,378.0493053,786.5280567,782.4342711,834.8072477,64.75362827,73.95285405,75.88598048,184.9067918,157.9149092,174.0631943,387.7101461,329.8906983,394.9509313,750.4780805,716.9041828,751.1644804,56.39199091,51.17835097,61.0310012,164.1901181,151.134192,168.3728264,310.3295781,324.7929344,318.0696773,746.610946,729.7753017,715.9240937
43,1.059921592,2.055465007,-0.804909141,1.418462668,3.935835826,1.64219807,0.606955244,-1.584027194,-0.821813614,1.492787638,-3.8717596,3.170618842,-1.460897999,-3.161221234,1.307140432,4.497447913,-0.448484948,0.360832705,2.926086217,-2.274800256,1.6266331,1.797545849,-0.88344206,-6.547066614,-0.072426633,-3.208777894,0.548771123,0.301460217,0.920435651,-1.280307488,4.601401861,2.207077165,0.375499652,0.9562905,0.072304689,0.986613284,1.529320753,-0.780525001,-0.338658791,2.116482178,2.987464693,0.701571835,1.245563961,-1.66327285,-2.4447806,1.80730858,-0.989607388,-0.54904956,74.11764015,80.18527556,75.53818906,190.3999875,179.4810839,181.4357322,407.458963,386.2633929,-2.420327372,907.7608278,4.255109166,741.8076932,71.30783593,69.79744157,74.68423719,173.3699087,125.6353,178.6939064,391.7349089,375.1691554,379.5874652,787.5365316,783.7186903,836.5142494,65.22738076,71.65841318,75.02179969,184.3896371,156.3835332,173.2601126,385.5448311,329.1941582,394.9975847,749.3105703,716.6017173,750.5161589,57.06262906,52.15308393,60.27102712,161.8990014,151.3646096,167.5348453,310.1730233,325.1428905,316.47424,746.2960214,731.2187544,714.6161551
44,0.983776622,4.383431286,3.778339833,-0.241641405,0.223501655,2.784744565,-0.316230055,1.710257361,0.571576315,0.996190342,0.914320474,2.916159665,2.361995204,1.380069398,0.475853828,0.344248329,-3.244219146,1.525753137,2.653044668,-0.293494149,2.533042342,2.353167284,-2.492373458,-1.571896736,-2.673938726,6.31251754,1.249442317,3.030070407,2.791266598,0.686578056,2.305230881,-1.78260623,-2.057258277,1.345170021,3.28438214,4.80403739,3.071361157,2.809329749,-0.448916724,-1.88460573,1.818085455,0.818502375,1.341724311,2.980309666,0.210015239,2.005014407,-2.827707686,3.285026367,75.55747,79.71854487,75.57976901,191.882809,179.3154006,183.0999309,412.8675536,396.5581503,0.566298399,924.5723586,8.300405858,784.942723,69.70816644,67.86740231,75.06534272,172.9666488,124.3365847,179.015867,392.6379264,375.5392151,379.9423004,786.2872194,782.8324292,836.9447007,65.21011044,71.236962,73.1206586,182.6813888,154.9999159,173.0261778,382.572606,326.0740923,395.3195169,748.9311844,713.5248586,749.2319106,54.22135585,51.67587663,59.13071781,160.5918907,151.3317769,166.0365285,310.7761703,325.4048012,313.6549366,747.4008631,730.0512383,711.802888
45,-0.732096276,-2.039972864,-2.644405076,1.293779488,0.44618083,-0.157308892,3.471448383,-2.449034124,-0.344810274,2.863043165,-1.250504971,2.482755329,0.030890026,-0.60636589,1.798473805,0.894056655,-0.912808639,2.890995606,0.937894501,-0.658093672,0.162352419,2.031379158,-2.697582593,0.273198529,1.15139697,1.456061582,3.287425376,-1.427709054,1.480068524,1.065516069,0.26556637,-0.240789864,-0.696059563,-1.687858575,-1.178719348,-4.364929669,-0.978027144,0.222433939,0.533442798,0.843401072,0.517637519,-1.002560238,-1.727491829,-1.696147211,-2.341974909,0.309367338,1.50790995,-0.192392627,74.70803576,78.00373508,76.36971637,193.8210761,178.9992184,182.5798025,416.5190626,400.6181014,1.099709514,932.4359634,-1.975838877,806.2362146,69.4588248,69.11272178,74.3529037,173.0527217,122.6150197,177.6809016,392.4421337,374.0114818,378.6308121,785.668321,782.8039102,837.7727512,64.63942233,71.55919719,73.02209947,184.299282,154.1247396,171.2862796,382.2996997,325.6214938,393.2768497,749.0957341,712.0853609,748.0176154,54.35471262,51.36143581,58.62245184,160.214062,152.4458699,165.7851821,312.7131464,323.4744041,311.945013,747.4619721,727.8937222,710.3046954
46,0.677682802,-2.954793264,1.757264517,1.030134016,-0.734851241,1.02027105,1.605251411,-0.327168663,0.54911728,2.708142754,-1.502748296,0.058278358,-0.308637288,-4.674479778,0.588190602,-0.607070032,1.564914729,-0.56251297,1.359058531,-3.98910473,-1.593050435,0.074403696,-1.513917031,1.438694258,2.302140686,-0.842700249,0.398104751,-0.63756031,-1.578304539,-0.48143836,1.169415995,-0.77027884,-2.692796542,2.761970907,2.338495502,2.349137262,-2.669181453,0.67842492,-1.669066401,2.677374273,1.099358552,-1.00249373,-0.908473953,1.933891249,0.560305685,0.973231422,-1.665800587,-3.000718674,74.20804299,77.30098651,76.84550595,197.5478728,178.8916649,184.0002832,418.598715,404.244197,1.977337523,936.8712389,1.88966829,817.5053751,68.99697857,68.25454725,73.64208271,171.560021,121.8991505,176.124196,392.5078964,373.8197844,377.5131198,785.4268101,782.8617301,837.1645004,64.21355603,72.53158996,72.33702888,184.5180286,153.6885942,170.790199,382.8724849,324.7638337,392.715826,749.6569118,712.0452225,748.3128023,51.5735702,48.54777288,57.76678681,160.1948472,150.2238889,165.1756143,311.7218399,322.986434,310.1460578,746.4359884,727.2560668,709.3106536
47,1.899875773,0.787425293,-0.939600108,1.672550191,0.081757878,-3.253251061,4.596971157,4.72862833,0.030643555,1.599002609,4.280947787,2.796326453,1.09310809,-0.427895734,1.270989942,-0.328529486,1.619796806,1.814942128,-0.716572634,2.249174709,1.615608541,-1.765633236,-2.579742794,2.757924434,2.915016225,1.009082521,2.356899102,2.604748867,-1.679391664,0.822231683,-2.515254817,0.639878531,-1.851264498,2.082434414,0.982870542,0.362361532,-1.079112285,0.759375492,-1.800393251,-1.055819404,-0.971094953,1.93287099,5.277916778,-0.853507494,1.732739744,0.115677062,-1.148166016,0.661873233,73.99909356,77.3628911,77.25182282,199.7366609,180.0239742,182.1205513,419.8386989,404.7929436,-2.843877824,937.5476767,-0.232639243,825.444952,70.12362442,66.978812,72.85907441,172.0731106,122.4122734,175.950017,390.8426489,373.1928152,377.5462812,785.7062383,782.5607604,837.6680858,62.75974531,70.92246961,73.23603191,183.3363896,152.4201046,169.1913987,384.53918,323.1896811,392.5501335,748.3311145,712.9874727,751.21029,51.10380226,49.12400635,57.32961799,158.8663319,149.015849,165.2157545,310.8552625,322.2029319,310.1517122,745.0790107,729.7924576,710.0000098
48,-1.105115448,2.716641906,0.101895754,-2.724084079,-1.942154416,0.522926247,-0.007074235,0.187121629,2.617923825,-0.944927473,6.968291548,-1.492110942,-1.168760858,0.917750591,0.760657025,-1.842050741,-0.789182543,0.795513981,-1.869841795,1.752479687,1.188549998,-1.009228853,-0.038473132,2.955757905,2.891956227,2.51708497,3.047294579,-0.10290806,-1.206666322,-2.575946211,-1.363131629,4.005133352,-2.198795187,-1.045915006,0.846861492,-0.143039079,4.213223621,-0.061636014,-0.405423344,-2.691406714,1.293149144,1.15792321,2.134690102,1.220923661,-1.623732924,1.897038589,0.045719287,2.100219393,73.62646384,76.9591366,77.7727758,197.6788282,179.7706565,183.2051113,418.944536,406.1073956,0.518646592,937.3979311,0.80129927,829.8952012,68.36102814,65.23980193,73.15713245,170.9412292,122.9127823,175.159908,391.9429753,373.8920674,376.9181682,786.4697947,780.2648594,837.7750485,62.24250847,69.48312304,73.07593143,181.0903592,151.8725509,168.3446759,385.5849997,321.214298,392.1491642,749.3393761,712.3984942,750.8853908,49.06065719,48.10988859,56.55959183,157.7431423,148.4281786,162.7758888,309.381856,322.444173,308.5628884,744.8054213,731.4676816,707.3415194
49,-3.334114876,2.797844363,-3.898326951,-2.836631724,-2.167310607,1.010227867,-0.114044988,-1.54028397,-1.879968511,-3.249239407,3.091322649,4.806518379,-1.884526351,-2.605190523,0.719355515,-2.666099093,-3.819585326,-3.235372393,-1.052373635,-1.641147489,-0.10423051,2.800262264,-1.167293129,-3.50428964,-0.186537742,0.546940298,-0.383379164,3.117792394,-1.31566555,3.015246526,2.161081339,-1.808991417,0.360775551,-0.042438765,-0.436131148,-1.462635558,1.46113351,1.522906851,-3.772447065,-1.881246811,0.149245325,-1.095163884,3.097270353,-0.904534424,0.228126951,-0.828155202,4.290426985,-3.335102949,72.46822849,75.27320992,76.66254445,190.8184657,177.4821766,181.0512177,417.9285625,404.2422175,-2.577100567,937.5520951,-1.060911817,831.5806686,67.63175936,65.47730376,71.15265946,170.6307097,121.7327066,174.1739316,390.589333,373.1490647,376.1716494,785.7112175,779.7598719,837.4702815,60.77765573,66.79615408,73.153645,180.9276348,151.5098366,166.9744658,385.0051886,320.6846164,390.4631568,749.6706428,708.9349123,750.457661,49.63959098,48.9050652,55.60183325,156.5676784,148.5154118,162.5397762,309.65897,319.6371304,308.1600158,744.8573414,730.7686553,705.3248772
50,-3.509247928,0.033634705,1.750296117,0.073937877,-2.88352815,2.357181282,-1.498252291,0.769270359,4.239807281,-2.154692672,-1.636245832,-0.612527261,-4.737477702,2.327398445,-1.065378066,-0.314952207,2.581793645,-0.873919186,0.536663071,-0.704264602,3.543093498,-4.492017572,3.62259792,5.356684025,-3.764324698,-0.854579214,0.508912158,1.185036108,1.322209139,1.376598188,-3.920726006,0.507615261,-3.649233756,-0.501935577,-0.507435868,0.223680313,-0.612369758,0.360825312,-1.164968569,-6.327405453,-6.433335617,-0.042749237,0.695313517,1.933394466,1.72111016,-0.749261011,-1.645296133,0.993893715,71.76055306,75.19418515,74.86676083,186.070797,176.4798767,181.8351721,416.027332,404.2566312,1.930642207,937.1857871,3.451255534,833.5643738,66.16503906,65.45281891,70.63565151,167.9570259,121.1534644,173.3816347,392.7222284,372.40377,374.3304772,786.4388362,780.0416266,838.2089407,61.14280355,67.05384554,70.40624417,178.9097215,151.684316,167.1337852,383.3388771,320.7085617,390.7227299,750.3437546,706.865366,747.3833242,49.25424987,46.66760221,55.23545915,157.3201927,146.5745266,160.7310381,309.2089956,318.5831062,306.4559641,745.9565735,729.2137287,703.3901715
51,1.683673636,-0.531580256,-1.459595699,3.169958373,-0.827039001,-0.772013349,-0.645890166,-2.275665859,1.660129819,1.742261576,-1.577893586,-6.698335181,-3.930404832,-1.293557458,0.786335522,1.03338002,1.845480942,-1.901316433,1.452556274,2.751318349,-3.838110341,-0.904868398,1.442688859,-5.487347342,-0.558056419,-2.832429048,0.007738556,-1.051070934,-0.541746242,-1.876391761,-3.06533158,-2.128096584,4.533598226,-2.369833035,-2.380826645,-1.326883775,-0.735127434,-1.048503889,0.970334297,-0.148561683,1.491401763,-2.125561396,-4.357552515,2.144844745,0.027471918,-3.393867149,1.589290434,2.441306439,71.29714618,75.04887529,74.09804551,193.7350007,176.9940528,181.4625351,416.8769549,403.9418545,-3.6081261,937.7774444,2.159090083,836.3298346,66.08985068,64.84907008,69.93221161,168.8291111,119.39382,173.2861725,390.8057078,373.8679973,374.1849361,787.2523874,781.946022,836.2278394,61.38808723,66.50554153,70.06641507,177.4585337,152.252487,166.7317612,381.7912975,320.7163023,390.6172352,747.6296117,707.7572869,748.4677675,48.77091631,46.89162428,53.73683984,156.3729983,146.0511013,161.1288636,307.4835349,318.3083982,306.4778106,745.7596477,728.798071,704.3835156
52,-2.859221349,0.368848701,6.407421899,-1.562311872,0.495863015,0.406855597,-0.333000845,0.857101535,0.18503701,-1.255290779,3.599574549,-1.204324458,1.649320785,1.691465966,0.22415561,1.008839101,-1.252573577,2.358591187,-1.477362972,-3.073327861,2.430455,-0.385694655,-3.233844022,3.66699448,0.309361672,-0.279157645,-2.151417219,-1.49797138,0.344399951,-0.14802025,3.224845224,-0.738034692,0.169710793,-2.179200679,-0.502057706,0.374465546,0.602436522,-1.324737418,-2.27978398,0.58700688,-2.11698751,-1.306828725,-1.095521501,-3.812740473,0.029084545,0.670450984,-0.713095659,0.43724241,72.0937578,74.93809338,74.07213382,199.4455272,175.677349,182.2351397,416.1802846,405.5831649,0.174719116,936.7786585,0.617339967,839.2781797,67.10310434,65.06777218,69.51014673,168.9619944,118.5397051,173.9602337,391.6173304,373.2068649,372.8383824,787.9979893,780.4218918,835.381398,60.51627674,65.93093317,68.59455214,175.867407,150.9331779,166.7183691,380.3643367,320.0659698,389.0936731,746.5262063,710.4047624,748.2763389,47.48047343,45.63241279,53.52392385,155.2384594,145.4387527,158.4987439,305.186902,320.7323484,304.965676,745.0621517,729.6382966,705.6754042
53,0.10408286,0.97672642,-2.524341188,-0.701121976,-1.352145978,-1.229402748,0.899702374,-0.18972425,2.942662438,5.439099993,-4.936239496,5.282832428,-0.27567871,1.474880112,-2.42308968,0.187948648,-1.093634379,1.482669742,-1.645195757,1.567314716,0.767235223,5.14987376,-2.344162406,-1.117663696,-1.801675338,-3.919545426,-1.145644241,-1.413777002,0.407255967,-1.656913101,0.950929539,-2.764790103,-1.867671583,1.830189171,-3.155442181,-0.635501725,-2.0393283,-1.344874196,-4.849981045,0.123895403,-0.190564812,-0.767337697,1.284938315,-2.095721415,-1.649470676,1.13206951,2.552401465,-2.414244044,70.23091055,74.2333465,74.07592311,203.648429,174.1856706,181.6723754,417.1061868,405.4531183,-1.07033636,937.1965585,-1.189008011,838.4161543,66.12465913,64.82118248,67.23536992,168.3926708,116.5370219,173.7490251,389.095139,373.0223821,372.2860103,786.9071915,779.8023039,833.8539887,59.01166071,64.26669011,69.34457176,176.157502,147.7464648,165.6014601,380.7298772,320.4215165,386.1532868,746.5973389,708.4058234,748.3606547,46.67973424,45.9042226,52.87529244,152.2519327,144.6985498,158.0692226,304.8504521,321.1895027,303.4923121,743.6139937,728.9316887,705.03066
54,1.64997473,-1.633611598,-3.282430352,0.66948513,-0.28079153,-0.253670112,3.425605317,0.000560311,-1.197919773,-0.432412692,-0.784941767,0.758160089,2.621641568,-2.232209474,-4.681259752,-2.930434491,-2.789643056,-0.521015586,0.057598956,2.464303046,-1.793338628,-1.880299037,-2.411276196,1.098500009,-3.755469086,-3.57056689,-1.468622965,-2.591159126,-3.676877693,-2.766997938,-0.564912084,-1.515141463,-4.811643472,0.772302433,0.958553484,-0.366909606,-2.544772627,-1.787057213,-1.405123583,2.230974583,-2.284210909,0.590970195,-2.366724368,-2.096162296,1.737221659,-0.769651942,-3.636942603,1.046126579,68.03046004,71.55221035,71.90103029,205.180491,172.6574879,181.0658768,417.0673606,405.6692887,0.22835545,936.258423,-1.300784162,837.6129448,64.66255418,63.55627466,67.05023148,167.4179074,116.0987878,172.2523829,388.2828838,370.3216287,369.6716986,785.8169876,776.9112508,833.3133096,57.20436535,65.48744217,67.31011613,175.7866056,146.541675,164.2494743,380.9601084,320.8012898,385.1646941,746.4753801,705.4568015,747.6447316,45.49426338,43.93167595,53.19252593,152.8100774,142.7117651,156.4035092,305.7466951,320.0804981,301.4784295,742.9367721,727.5540513,702.6292232
55,0.431336749,-5.100351056,-6.114216989,-3.939255216,-0.714595177,-0.711545255,-5.039016851,-0.380868376,1.777165262,0.383965183,-4.333391563,-3.307859356,0.755101575,-2.83263066,-1.141241657,-1.606301171,-1.391121212,-0.011987813,-2.905924858,-3.658485524,-2.289504958,-1.743123112,2.245947616,-1.14913311,-0.250599265,-0.349023601,-1.717753847,-5.321602301,-1.838225921,0.982636654,0.197545576,-5.026630299,0.196635378,-1.975832083,-4.606971482,-0.246661924,-0.169030433,-3.054017366,2.45509727,-4.034077665,-2.707164682,-2.897337918,-0.601894032,-3.042128764,-7.627458194,-3.0187508,-1.472707361,-2.147651646,66.4274233,71.99067804,72.02065761,208.07248,174.3862456,179.70624,417.7059985,404.0724854,-3.234614914,935.8463182,-4.55787964,836.693583,61.93986389,62.18667202,67.09980931,166.4852137,115.0794113,170.8817958,386.1932156,370.4381743,368.558335,785.4529516,776.963567,832.7342355,56.48575254,66.60412645,68.66411063,175.1436005,146.4205299,162.7671617,379.9081997,319.9680667,385.3825662,745.1640496,702.6395126,747.4726514,45.52779114,41.69580599,52.82090948,150.7458797,140.8929161,156.1057092,304.7920633,317.9720361,301.445217,741.8326262,726.0510819,699.6330635
56,0.541098374,1.480291166,-2.242516103,-1.653500512,-0.953477449,-2.206573328,-4.369908922,-5.774597697,2.485531387,-7.155447069,0.463858449,-3.468621324,-4.639043914,-0.108225638,-3.822026664,2.129042299,0.550983815,-1.753156067,-1.04401055,2.360747197,-4.396541737,-3.00080354,-1.623598917,3.79769051,1.788937925,-3.812046383,-0.102513367,-4.352610836,0.935136495,-3.378032109,-3.566027322,-1.730327751,-3.207288568,-5.52454493,-1.799085409,-0.344248996,-1.831906345,-0.367135996,0.81318169,-3.750806909,-2.657372722,-5.744336512,-6.516748982,-1.671819814,-6.40400947,-1.419339907,-1.628781668,-1.890633141,66.37630454,71.84823141,71.27308819,209.6153435,174.7025472,178.7766091,416.5949277,404.7802583,-0.675695181,934.6211059,-4.997456364,835.4749107,62.25449933,61.71648956,67.74380626,167.7342745,115.3370724,168.2944698,384.670676,368.4847695,367.5093327,783.9767868,776.9071191,832.1398347,57.6886477,66.28388465,68.82566796,174.1304162,148.6360995,161.5206201,378.4978132,318.6801634,385.4111391,743.4634611,703.2975081,747.2385074,45.40798976,40.84480946,51.69905211,149.620818,141.2386953,154.8428272,303.9746192,317.9144065,301.6781537,739.9578676,726.1020288,695.7731818
57,-2.04397129,-2.699614608,-1.68182264,-2.195999117,-1.393478573,-3.715654827,-2.507638223,-6.960696241,-6.275525397,-2.583298328,-0.466893263,-0.072227075,-4.969023494,-4.045160579,-3.263224306,-1.56223637,-3.99954948,-3.934335039,-3.093896122,0.680367005,-2.131195789,-4.060323958,-1.723432578,-0.512232672,-2.370862356,-1.449792147,-2.970781567,-4.818416921,-0.593951813,-2.010578235,-1.597798758,-1.09843581,-2.555901785,-2.870731105,-2.169339588,-2.699645463,-1.95944636,-6.119471575,-2.822714043,0.85231804,-3.062283531,-0.963524303,0.840425419,-3.495373586,-3.746289438,-0.859609675,-2.801789614,-3.131977688,66.02844048,72.96319844,71.3256681,209.6482417,176.6339342,176.4519095,414.9601861,404.0301187,-3.262694205,933.1196709,-2.952190255,835.4050999,62.31287113,61.63399663,65.96760313,166.8679872,114.4211498,167.3283358,384.7970972,367.5056276,367.729122,784.3809949,778.558778,832.2333137,57.36958327,63.74076421,67.00564429,173.9111262,147.1932006,160.2958392,375.3707348,315.9337459,382.9147178,743.5520991,701.0927384,745.6097915,44.08449105,39.87747112,50.82650909,147.7084684,141.4695398,153.3963017,302.798027,315.9367305,302.4902706,739.4774781,726.2063849,693.9897487
58,-3.161637549,-1.980420321,-3.427158331,-1.737542517,-5.723337692,-2.204894738,-3.033353351,-3.590563366,-5.364321167,-5.392315525,-3.922331467,-4.411572747,-2.327419931,-3.38963306,-0.693664633,-1.773855171,-3.278971594,-5.26207439,-2.630482691,-1.204791958,-1.415092512,-5.377391382,-1.906774386,0.893184668,-2.944867303,-1.563403684,-6.390241717,-5.443900337,-5.294232178,-5.317657169,-4.043781327,-2.480772966,-6.032912879,-3.131305344,-2.752902776,-0.642602676,-3.619028591,-0.124125752,-1.573472235,-0.726031003,-4.034453222,-3.408549668,-2.675426336,0.050808587,-1.58124133,-3.583328326,-3.194631047,-2.719830495,65.47988992,71.9977147,69.26456766,213.5035478,174.0629955,175.7704781,415.0919935,404.4172068,-2.274730745,931.7352517,-6.797073073,833.5082182,62.36981735,62.11792197,64.5802625,166.9979872,114.9587786,166.1334863,385.2553527,367.4130317,367.5063315,783.4777631,778.921829,833.9934822,57.62404653,60.39853441,64.58856773,170.8169205,145.5665294,159.8360682,375.545343,315.7033213,382.1486596,742.2392107,699.910036,744.6065562,43.70924567,39.4578143,49.28863634,148.5979379,139.9080487,152.6327013,304.4881069,315.0442809,301.3123461,738.7634524,725.7531676,693.4358036
59,0.380477816,-4.127491417,0.103889642,-6.166501704,-0.820371205,-2.257075225,-5.739635342,-0.09773264,-4.524163139,-2.544005134,-0.171283103,1.355686098,-2.291422608,-1.126148545,-1.757624791,-2.394503053,-0.709971367,-2.404564854,-2.209307621,-3.021774456,-0.554741399,-1.574927672,0.592681462,2.224502819,-5.357041655,-4.397167402,-2.830032698,0.358354273,-2.746331753,-2.902843464,-4.02943408,-0.599422774,-2.447591996,-6.576020853,-2.914665946,-0.996211757,-3.775340245,-3.700796162,-3.252660321,-1.587677841,0.830617921,-1.487553143,-6.041447796,-4.058939847,-2.956652939,-7.462582666,-2.860179575,-3.291775664,65.34459026,71.38798386,69.00573729,213.7309805,172.3806046,175.5703646,414.5691892,402.4947989,-7.798125999,931.9706509,-4.528332257,832.9208264,62.5868449,60.93969143,62.08555677,166.1746315,114.3231312,166.1408443,384.8261959,367.4755713,368.1256433,783.5380121,779.765461,835.1120437,55.00644102,60.74200768,62.96367595,171.3878685,144.6248782,158.0190365,375.4263226,315.5135303,380.7118421,742.1236161,697.1747594,746.5869949,42.44840916,38.71220764,50.38681315,149.0895147,139.0746833,151.9065113,304.5923153,313.5094068,300.7862355,740.3253497,724.0979129,695.0891788
60,-0.281555418,-2.505551127,-2.096004153,-1.06556544,-1.172616415,-3.055493359,-1.406951711,-3.541576682,-6.475810666,-0.087612387,-0.889365826,-0.410675302,0.040494665,-6.661140005,-2.437848787,-1.824444021,-1.441090346,-2.434390236,-1.175771875,2.254188999,-5.755330212,0.506337154,-0.04777968,-5.101199743,-1.837813365,-3.07369602,-3.621625114,-4.824695989,-2.446682364,-4.171920796,-5.472139854,2.238708006,-3.259272337,-4.523712929,-2.853231035,-3.615808336,-1.155186143,-6.553985495,-2.351852606,-3.7437895,-1.828827249,-1.002384993,-1.715988394,-1.270668894,-3.568552091,-3.73269217,-5.468747594,-3.439695954,65.64229377,71.65179608,68.58926643,209.9577299,168.9744391,176.5469485,413.3887106,400.2756952,1.938254236,932.8318233,-2.03684908,832.4951073,65.18056079,58.74003893,58.6276304,165.1580039,115.5016751,166.7589999,382.2896486,366.1502703,369.2074379,780.700098,782.0412834,835.2826306,52.94478011,63.56076195,63.53205013,174.6515102,144.8706728,154.6155236,377.5862878,315.919889,381.2784532,742.3435307,695.7482967,751.2297967,41.14217054,40.32660148,52.45589218,147.6101269,140.1619797,150.9161099,305.6711095,313.9365875,301.0044975,742.6988477,722.3371807,696.9787976
